Page	Chunk	Length	IndentationRatio	Comments	Non-Dic	Non-DicRatio	Keywords	KeywordRatio	Separators	SeparatorRatio	Operators	OperatorRatio	NumberWords	StopWords	StopWordRatio	StopWordRatioLength	ScoreSTD	StopWordSTD	Score	Classification	GoldOutcome
PRE0012	268	1304	3.096774194	5	67	0.44966443	23	0.154362416	76	0.058282209	31	0.023773006	149	14	0.093959732	0.010736196	0.030314293	-0.819032358	0.677763631	code	1
PRE0012	269	522	0.285714286	0	10	0.111111111	6	0.066666667	0	0	1	0.001915709	90	45	0.5	0.086206897	0.00395457	1.020280468	-0.779855131	text	0
PRE0012	270	1961	3.540229885	5	100	0.502512563	35	0.175879397	133	0.06782254	43	0.021927588	199	14	0.070351759	0.007139215	0.031490062	-0.906695178	0.74278033	code	1
PRE0012	271	1611	0.086956522	0	0	0	6	0.02238806	2	0.001241465	4	0.00248293	268	138	0.514925373	0.08566108	0.001026907	1.006978256	-0.94174668	text	0
PRE0012	272	2072	2.7	3	80	0.353982301	52	0.230088496	160	0.077220077	40	0.019305019	226	12	0.053097345	0.005791506	0.030349903	-0.939540485	0.679732764	code	1
PRE0012	273	674	0	0	2	0.017391304	3	0.026086957	0	0	1	0.00148368	115	64	0.556521739	0.09495549	0.000964	1.233494329	-0.945203624	text	0
PRE0012	274	2303	3.063157895	3	89	0.412037037	42	0.194444444	295	0.128093791	52	0.022579244	216	9	0.041666667	0.003907946	0.04274996	-0.985445125	1.365421113	code	1
PRE0012	275	860	0	0	2	0.014492754	3	0.02173913	2	0.002325581	3	0.003488372	138	65	0.471014493	0.075581395	0.001976744	0.76132407	-0.88922337	text	0
PRE0012	276	1631	2.947368421	2	46	0.310810811	35	0.236486486	128	0.07847946	18	0.011036174	148	1	0.006756757	0.000613	0.026301268	-1.06574403	0.455854587	code	1
PRE0012	277	402	0	0	4	0.063492063	2	0.031746032	0	0	1	0.002487562	63	26	0.412698413	0.064676617	0.002487562	0.495561347	-0.860976567	text	0
PRE0012	278	2570	3.127272727	3	88	0.363636364	51	0.210743802	323	0.125680934	62	0.024124514	242	9	0.037190083	0.003501946	0.041860453	-0.995339855	1.316233858	code	1
PRE0012	279	821	0	0	2	0.015151515	6	0.045454545	2	0.002436054	1	0.001218027	132	56	0.424242424	0.068209501	0.001339829	0.581662022	-0.924442967	text	0
PRE0012	280	758	3.944444444	6	12	0.15	22	0.275	64	0.084432718	16	0.021108179	80	12	0.15	0.015831135	0.030339343	-0.694862511	0.679148816	code	1
PRE0012	281	675	0	0	6	0.053571429	3	0.026785714	0	0	2	0.002962963	112	54	0.482142857	0.08	0.002444444	0.869010844	-0.863360858	text	0
PRE0012	282	1018	4.52	2	38	0.287878788	33	0.25	85	0.083497053	14	0.013752456	132	0	0	0	0.030158153	-1.08068653	0.669129514	code	1
PRE0012	283	283	0	0	3	0.065217391	0	0	0	0	1	0.003533569	46	23	0.5	0.081272085	0.002915194	0.900013099	-0.837329708	text	0
PRE0012	284	1901	6.186813187	1	27	0.136363636	61	0.308080808	161	0.084692267	66	0.034718569	198	2	0.01010101	0.001052078	0.0322511	-1.055046112	0.784863587	code	1
PRE0012	285	8525	0.005555556	0	21	0.015861027	43	0.032477341	33	0.003870968	11	0.001290323	1324	637	0.481117825	0.074721408	0.001689182	0.740365123	-0.905124745	text	0
PRE0012	286	78	0.75	0	2	0.25	1	0.125	5	0.064102564	0	0	8	1	0.125	0.012820513	0.019391026	-0.768235028	0.073737555	code	1
PRE0012	287	814	0	0	3	0.020134228	12	0.080536913	2	0.002457002	1	0.001228501	149	90	0.604026846	0.110565111	0.001566339	1.613919791	-0.911917622	text	0
PRE0012	288	34	1.333333333	0	2	0.5	1	0.25	3	0.088235294	1	0.029411765	4	0	0	0	0.040931373	-1.08068653	1.264858327	code	1
PRE0012	289	363	0.090909091	0	5	0.078125	1	0.015625	0	0	1	0.002754821	64	34	0.53125	0.093663912	0.003249437	1.202017007	-0.818847054	text	0
PRE0012	290	236	3.111111111	0	10	0.322580645	1	0.032258065	9	0.038135593	11	0.046610169	31	4	0.129032258	0.016949153	0.030637947	-0.667615052	0.695660778	code	1
PRE0012	291	286	0	0	1	0.019607843	9	0.176470588	0	0	1	0.003496503	51	21	0.411764706	0.073426573	0.001660839	0.708808437	-0.906692032	text	0
PRE0012	292	169	1.333333333	0	4	0.235294118	1	0.058823529	12	0.071005917	4	0.023668639	17	4	0.235294118	0.023668639	0.027613412	-0.503852987	0.528412473	code	1
PRE0012	293	185	0	0	1	0.033333333	0	0	0	0	0	0	30	14	0.466666667	0.075675676	0.000946	0.763621796	-0.946223622	text	0
PRE0012	294	177	3.111111111	0	8	0.363636364	1	0.045454545	9	0.050847458	7	0.039548023	22	1	0.045454545	0.005649718	0.032093534	-0.942996037	0.776150653	code	1
PRE0012	295	823	0	0	6	0.042253521	10	0.070422535	2	0.002430134	1	0.001215067	142	73	0.514084507	0.088699878	0.00218712	1.081037472	-0.877590162	text	0
PRE0012	296	26	0	0	2	0.5	1	0.25	3	0.115384615	1	0.038461538	4	0	0	0	0.050961538	-1.08068653	1.819498372	code	1
PRE0012	297	380	0.1	0	5	0.079365079	5	0.079365079	4	0.010526316	0	0	63	34	0.53968254	0.089473684	0.004684211	1.099896059	-0.739508075	text	0
PRE0012	298	165	1.714285714	0	4	0.307692308	2	0.153846154	12	0.072727273	3	0.018181818	13	2	0.153846154	0.012121212	0.026580087	-0.785277837	0.471272462	code	1
PRE0012	299	151	0	0	0	0	0	0	0	0	1	0.006622517	23	12	0.52173913	0.079470199	0.001986755	0.856098941	-0.888669802	text	0
PRE0012	300	190	1.714285714	0	4	0.181818182	2	0.090909091	12	0.063157895	3	0.015789474	22	2	0.090909091	0.010526316	0.023082707	-0.824147402	0.277877167	code	1
PRE0012	301	30	0	0	0	0	1	0.2	0	0	1	0.033333333	5	2	0.4	0.066666667	0.01	0.544061281	-0.445559826	text	0
PRE0012	302	115	2	0	7	0.4375	1	0.0625	6	0.052173913	4	0.034782609	16	0	0	0	0.033695652	-1.08068653	0.864743283	code	1
PRE0012	303	280	0	0	1	0.019607843	4	0.078431373	0	0	2	0.007142857	51	28	0.549019608	0.1	0.002767857	1.356435187	-0.845477042	text	0
PRE0012	304	275	2	0	6	0.222222222	3	0.111111111	19	0.069090909	6	0.021818182	27	3	0.111111111	0.010909091	0.026272727	-0.814818706	0.454276355	code	1
PRE0012	305	1011	0	0	4	0.024691358	9	0.055555556	4	0.003956479	1	0.00098912	162	79	0.487654321	0.078140455	0.001879327	0.823691469	-0.894610245	text	0
PRE0012	306	590	1.885714286	0	18	0.285714286	11	0.174603175	40	0.06779661	14	0.023728814	63	6	0.095238095	0.010169492	0.027871671	-0.832843643	0.542693442	code	1
PRE0012	307	1582	0	0	3	0.01171875	8	0.03125	2	0.001264223	8	0.00505689	256	120	0.46875	0.07585335	0.002133375	0.767951941	-0.880562099	text	0
PRE0012	308	90	0.666666667	0	1	0.090909091	7	0.636363636	4	0.044444444	0	0	11	0	0	0	0.012314815	-1.08068653	-0.317557058	code	1
PRE0012	309	1735	0.029411765	0	0	0	16	0.051446945	1	0.000576369	0	0	311	164	0.52733119	0.094524496	0.000131	1.222990482	-0.991313804	text	0
PRE0012	310	952	1.420289855	4	9	0.064285714	34	0.242857143	74	0.077731092	23	0.024159664	140	3	0.021428571	0.003151261	0.027516822	-1.003886476	0.523071301	code	1
PRE0012	311	351	0	0	3	0.051724138	3	0.051724138	0	0	0	0	58	28	0.482758621	0.07977208	0.001495726	0.86345615	-0.915822299	text	0
PRE0012	312	1162	2.756756757	3	16	0.1	6	0.0375	111	0.095524957	78	0.067125645	160	0	0	0	0.044804508	-1.08068653	1.479031833	code	1
PRE0012	313	85	0	0	0	0	2	0.133333333	0	0	1	0.011764706	15	6	0.4	0.070588235	0.003529412	0.639634682	-0.803365208	text	0
PRE0012	314	17	0	0	0	0	0	0	3	0.176470588	1	0.058823529	4	0	0	0	0.057352941	-1.08068653	2.172925017	code	1
PRE0012	315	54	0	0	0	0	1	0.1	0	0	1	0.018518519	10	4	0.4	0.074074074	0.005555556	0.724588816	-0.691325139	text	0
PRE0012	316	57	0	0	0	0	0	0	9	0.157894737	3	0.052631579	12	0	0	0	0.051315789	-1.08068653	1.839087459	code	1
PRE0012	317	1470	0.029411765	0	9	0.036144578	18	0.072289157	5	0.003401361	10	0.006802721	249	118	0.473895582	0.080272109	0.003878551	0.875642467	-0.784058764	text	0
PRE0012	318	192	2.8	0	5	0.217391304	5	0.217391304	21	0.109375	9	0.046875	23	0	0	0	0.043958333	-1.08068653	1.432240769	code	1
PRE0012	319	70	1	0	1	0.111111111	1	0.111111111	0	0	1	0.014285714	9	5	0.555555556	0.071428571	0.0075	0.660114697	-0.583802814	text	0
PRE0012	320	771	2.736842105	2	16	0.137931034	6	0.051724138	71	0.092088197	38	0.049286641	116	0	0	0	0.039963479	-1.08068653	1.211336514	code	1
PRE0012	321	302	0	0	0	0	3	0.06	0	0	1	0.003311258	50	23	0.46	0.07615894	0.000993	0.775399546	-0.943600791	text	0
PRE0012	322	86	2.166666667	0	0	0	4	0.333333333	7	0.081395349	2	0.023255814	12	0	0	0	0.026550388	-1.08068653	0.469630192	code	1
PRE0012	323	57	0	0	0	0	2	0.222222222	0	0	1	0.01754386	9	3	0.333333333	0.052631579	0.005263158	0.202009111	-0.707493909	text	0
PRE0012	324	300	1.636363636	0	7	0.184210526	6	0.157894737	25	0.083333333	10	0.033333333	38	0	0	0	0.033106061	-1.08068653	0.832140523	code	1
PRE0012	325	4836	0.00952381	0	12	0.01459854	41	0.049878345	10	0.002067825	17	0.003515302	822	400	0.486618005	0.082712986	0.001954193	0.935129613	-0.890470401	text	0
PRE0012	326	55	0.666666667	0	0	0	1	0.1	10	0.181818182	5	0.090909091	10	0	0	0	0.068787879	-1.08068653	2.805244997	code	1
PRE0012	327	1665	0.029411765	0	2	0.007117438	15	0.053380783	10	0.006006006	1	0.000600601	281	153	0.544483986	0.091891892	0.001742625	1.158830724	-0.902169506	text	0
PRE0012	328	789	4.742857143	0	24	0.25	21	0.21875	80	0.10139417	30	0.038022814	96	0	0	0	0.039844288	-1.08068653	1.204745574	code	1
PRE0012	329	255	0	0	1	0.023255814	3	0.069767442	0	0	1	0.003921569	43	21	0.488372093	0.082352941	0.001862745	0.926354884	-0.8955272	text	0
PRE0012	330	1706	3.482758621	0	54	0.274111675	55	0.279187817	124	0.072684642	58	0.033997655	197	0	0	0	0.032194688	-1.08068653	0.781744181	code	1
PRE0012	331	1710	0.055555556	0	20	0.074074074	13	0.048148148	2	0.001169591	6	0.003508772	270	105	0.388888889	0.061403509	0.003364198	0.415791717	-0.812501091	text	0
PRE0018	1	404	0.052631579	0	2	0.032786885	6	0.098360656	4	0.00990099	1	0.002475248	61	25	0.409836066	0.061881188	0.003843147	0.503693081	-0.571266766	text	0
PRE0018	2	388	4.375	5	11	0.229166667	18	0.375	7	0.018041237	10	0.025773196	48	10	0.208333333	0.025773196	0.020538015	-0.913221204	0.644074395	code	1
PRE0018	3	1512	3.675675676	0	1	0.004545455	42	0.190909091	0	0	0	0	220	101	0.459090909	0.066798942	0.000237	0.696670729	-0.833763358	text	0
PRE0018	4	470	4.583333333	2	0	0	12	0.218181818	19	0.040425532	10	0.021276596	55	19	0.345454545	0.040425532	0.017030142	-0.338248658	0.388710699	code	1
PRE0018	5	403	0	0	0	0	8	0.119402985	0	0	0	0	67	33	0.492537313	0.081885856	0	1.288696567	-0.85103749	text	0
PRE0018	6	434	1.333333333	2	0	0	10	0.181818182	26	0.059907834	9	0.020737327	55	21	0.381818182	0.048387097	0.021006144	-0.025828768	0.678152913	code	1
PRE0018	7	1176	0.205882353	0	1	0.005434783	15	0.081521739	4	0.003401361	4	0.003401361	184	86	0.467391304	0.073129252	0.001943277	0.945078519	-0.709572167	text	0
PRE0018	8	12	0	0	1	0.5	1	0.5	0	0	1	0.083333333	2	0	0	0	0.039583333	-1.924587584	2.030521939	code	1
PRE0018	9	371	0.666666667	0	2	0.039215686	4	0.078431373	0	0	0	0	51	16	0.31372549	0.043126685	0.001033243	-0.232252682	-0.775820164	text	0
