Page	Chunk	Length	IndentationRatio	Comments	Non-Dic	Non-DicRatio	Keywords	KeywordRatio	Separators	SeparatorRatio	Operators	OperatorRatio	NumberWords	StopWords	StopWordRatio	StopWordRatioLength	Score	StopWordSTD	ScoreSTD	Classification	GoldOutcome
PRE0012	260	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	261	22	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	262	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	263	19	0	0	0	0	0	0	0	0	0	0	4	1	0.25	0.052631579	0	0.320481446	-0.360291228	 text	0
PRE0012	264	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	265	19	0	0	0	0	0	0	0	0	0	0	4	1	0.25	0.052631579	0	0.320481446	-0.360291228	 text	0
PRE0012	266	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	267	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	268	10	0	0	0	0	0	0	0	0	0	0	2	1	0.5	0.1	0	1.113249615	-0.360291228	 text	0
PRE0012	269	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	270	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	271	15	0	0	1	0.5	0	0	0	0	1	0.066666667	2	1	0.5	0.066666667	0.031666667	0.555375718	0.857159898	 text	0
PRE0012	272	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	273	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	274	23	0	0	1	0.25	0	0	0	0	1	0.043478261	4	1	0.25	0.043478261	0.020652174	0.16728953	0.433698636	 text	0
PRE0012	275	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	276	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	277	32	0	0	1	0.2	0	0	0	0	0	0	5	1	0.2	0.03125	0.00546875	-0.037365297	-0.150040623	 text	0
PRE0012	278	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	279	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	280	19	0	0	2	0.5	0	0	0	0	0	0	4	1	0.25	0.052631579	0.018421053	0.320481446	0.347921338	 text	0
PRE0012	281	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	282	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	283	29	0	0	1	0.25	0	0	0	0	0	0	4	1	0.25	0.034482759	0.006034483	0.016738853	-0.12829056	 text	0
PRE0012	284	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	285	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	286	18	0	0	1	0.333333333	0	0	0	0	0	0	3	1	0.333333333	0.055555556	0.009722222	0.369417753	0.013487626	 text	0
PRE0012	287	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	288	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	289	18	0	0	1	0.333333333	0	0	0	0	0	0	3	0	0	0	0.009722222	-0.560372074	0.013487626	 text	0
PRE0012	290	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	291	13	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.076923077	0	0.727029225	-0.360291228	 text	0
PRE0012	292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	293	10	0	0	0	0	0	0	0	0	0	0	2	1	0.5	0.1	0	1.113249615	-0.360291228	 text	0
PRE0012	294	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	295	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	296	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	297	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	298	55	0	0	0	0	0	0	0	0	1	0.018181818	7	1	0.142857143	0.018181818	0.005454545	-0.256077222	-0.150586728	 text	0
PRE0012	299	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	300	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	301	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	303	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	304	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	305	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	306	22	0	0	0	0	0	0	0	0	1	0.045454545	3	0	0	0	0.013636364	-0.560372074	0.163970022	 text	0
PRE0012	307	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	309	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	310	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	312	37	0	0	0	0	0	0	0	0	1	0.027027027	5	1	0.2	0.027027027	0.008108108	-0.108041888	-0.048568323	 text	0
PRE0012	313	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	315	24	0	0	0	0	0	0	0	0	1	0.041666667	4	0	0	0	0.0125	-0.560372074	0.120281585	 text	0
PRE0012	316	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	317	26	0	0	0	0	0	0	0	0	1	0.038461538	3	0	0	0	0.011538462	-0.560372074	0.083314445	 text	0
PRE0012	318	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	319	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	320	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	321	50	0	0	0	0	0	0	0	0	1	0.02	6	2	0.333333333	0.04	0.006	0.109076601	-0.129616278	 text	0
PRE0012	322	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	323	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	324	36	0	0	0	0	0	0	0	0	1	0.027777778	5	2	0.4	0.055555556	0.008333333	0.369417753	-0.039909353	 text	0
PRE0012	325	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	326	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	327	26	0	0	0	0	0	0	0	0	0	0	4	2	0.5	0.076923077	0	0.727029225	-0.360291228	 text	0
PRE0012	328	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	329	19	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.052631579	0	0.320481446	-0.360291228	 text	0
PRE0012	330	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	331	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	332	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	333	13	0	0	0	0	0	0	0	0	0	0	2	1	0.5	0.076923077	0	0.727029225	-0.360291228	 text	0
PRE0012	334	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	335	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	336	39	0	0	0	0	0	0	0	0	1	0.025641026	6	1	0.166666667	0.025641026	0.007692308	-0.131238308	-0.064554113	 text	0
PRE0012	337	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	338	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	339	16	0	0	1	0.5	0	0	0	0	0	0	2	0	0	0	0.0109375	-0.560372074	0.060209983	 text	0
PRE0012	340	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	341	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	342	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	343	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	344	54	0	0	0	0	1	0.125	0	0	1	0.018518519	8	2	0.25	0.037037037	0.005555556	0.059487811	-0.146703311	 text	0
PRE0012	345	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	346	18	0	0	0	0	0	0	0	0	0	0	3	1	0.333333333	0.055555556	0	0.369417753	-0.360291228	 text	0
PRE0012	347	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	348	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	349	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	350	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	351	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	352	23	0	0	0	0	0	0	0	0	1	0.043478261	4	2	0.5	0.086956522	0.013043478	0.894951134	0.141176055	 text	0
PRE0012	353	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	354	233	0	0	0	0	1	0.027027027	0	0	0	0	37	23	0.621621622	0.098712446	0	1.091700838	-0.360291228	 text	0
PRE0012	355	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	356	374	0	0	1	0.015384615	1	0.015384615	0	0	0	0	65	30	0.461538462	0.080213904	0.000468	0.782105216	-0.342301872	 text	0
PRE0012	357	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	358	66	0	0	0	0	2	0.125	0	0	1	0.015151515	16	9	0.5625	0.136363636	0.004545455	1.72183932	-0.185537478	 text	0
PRE0012	359	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	360	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	361	66	0	0	1	0.083333333	0	0	0	0	0	0	12	5	0.416666667	0.075757576	0.002651515	0.707523145	-0.258351541	 text	0
PRE0012	362	46	0	0	0	0	0	0	0	0	0	0	9	5	0.555555556	0.108695652	0	1.258781936	-0.360291228	 text	0
PRE0012	363	26	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	364	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	365	31	0	0	1	0.333333333	0	0	0	0	0	0	3	0	0	0	0.005645161	-0.560372074	-0.143258345	 text	0
PRE0012	366	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	367	359	0	0	5	0.090909091	0	0	0	0	1	0.002785515	55	25	0.454545455	0.069637883	0.003272981	0.60510264	-0.234458793	 text	0
PRE0012	368	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	369	519	0	0	1	0.011363636	5	0.056818182	0	0	1	0.001926782	88	39	0.443181818	0.075144509	0.000915	0.697262721	-0.325104779	 text	0
PRE0012	370	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	371	402	0.8	0	0	0	4	0.057971014	0	0	1	0.002487562	69	34	0.492753623	0.084577114	0.000846	0.855128857	-0.327774859	 text	0
PRE0012	372	6	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005555556	-0.560372074	-0.146703311	 text	0
PRE0012	373	332	0.666666667	0	4	0.064516129	2	0.032258065	0	0	0	0	62	29	0.467741935	0.087349398	0.002208835	0.901526389	-0.275370731	 text	0
PRE0012	374	5	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003333333	-0.560372074	-0.232138478	 text	0
PRE0012	375	649	1	0	4	0.034188034	4	0.034188034	3	0.004622496	0	0	117	58	0.495726496	0.089368259	0.002195686	0.935314489	-0.275876281	 text	0
PRE0012	376	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	377	69	0	0	0	0	1	0.071428571	0	0	0	0	14	11	0.785714286	0.15942029	0	2.107720474	-0.360291228	 text	0
PRE0012	378	15	0	0	0	0	0	0	2	0.133333333	2	0.133333333	3	0	0	0	0.07	-0.560372074	2.330916523	 text	0
PRE0012	379	5	0	0	0	0	0	0	0	0	0	0	1	1	1	0.2	0	2.786871304	-0.360291228	 text	0
PRE0012	380	13	0	0	0	0	0	0	2	0.153846154	2	0.153846154	3	0	0	0	0.080769231	-0.560372074	2.744948485	 text	0
PRE0012	381	367	0.166666667	0	8	0.126984127	1	0.015873016	0	0	2	0.005449591	63	26	0.412698413	0.070844687	0.005472298	0.625299967	-0.14990422	 text	0
PRE0012	382	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	383	304	0	0	0	0	3	0.06	0	0	1	0.003289474	50	24	0.48	0.078947368	0.000987	0.760908207	-0.322351269	 text	0
PRE0012	384	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	385	21	0	0	0	0	0	0	0	0	0	0	5	3	0.6	0.142857143	0	1.830516053	-0.360291228	 text	0
PRE0012	386	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	387	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	388	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	389	147	0	0	0	0	0	0	0	0	0	0	24	8	0.333333333	0.054421769	0	0.35044245	-0.360291228	 text	0
PRE0012	390	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	391	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	392	177	0	0	0	0	4	0.125	2	0.011299435	0	0	32	17	0.53125	0.096045198	0.002542373	1.047061187	-0.262547605	 text	0
PRE0012	393	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	394	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	395	171	0	0	2	0.068965517	1	0.034482759	0	0	0	0	29	12	0.413793103	0.070175439	0.002046784	0.614099287	-0.281600943	 text	0
PRE0012	396	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	397	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	398	194	0	0	0	0	0	0	0	0	0	0	27	12	0.444444444	0.06185567	0	0.474857837	-0.360291228	 text	0
PRE0012	399	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	400	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	401	105	0.666666667	0	1	0.047619048	0	0	2	0.019047619	1	0.00952381	21	10	0.476190476	0.095238095	0.009126984	1.033553344	-0.009396793	 text	0
PRE0012	402	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	403	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	404	134	0	0	0	0	0	0	0	0	0	0	18	6	0.333333333	0.044776119	0	0.189010772	-0.360291228	 text	0
PRE0012	405	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	406	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	407	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	408	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	409	348	0	0	8	0.131147541	4	0.06557377	0	0	0	0	61	22	0.360655738	0.063218391	0.004022989	0.497664626	-0.205624116	 text	0
PRE0012	410	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	411	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	-0.560372074	0.120281585	 text	0
PRE0012	412	7	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.025	-0.560372074	0.600854397	 text	0
PRE0012	413	219	0.2	0	2	0.055555556	0	0	0	0	1	0.00456621	36	18	0.5	0.082191781	0.003013699	0.815207396	-0.244427098	 text	0
PRE0012	414	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	415	449	0	0	2	0.026666667	2	0.026666667	0	0	0	0	75	31	0.413333333	0.069042316	0.00078	0.595135105	-0.330322322	 text	0
PRE0012	416	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	417	92	0	0	0	0	1	0.058823529	0	0	0	0	17	12	0.705882353	0.130434783	0	1.622612738	-0.360291228	 text	0
PRE0012	418	8	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0.021875	-0.560372074	0.480711194	 text	0
PRE0012	419	149	0.25	0	0	0	0	0	0	0	0	0	25	13	0.52	0.087248322	0.0000839	0.899834769	-0.357065907	 text	0
PRE0012	420	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	421	455	0	0	7	0.094594595	4	0.054054054	2	0.004395604	0	0	74	30	0.405405405	0.065934066	0.003681319	0.543114754	-0.218759894	 text	0
PRE0012	422	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	423	50	0	0	0	0	0	0	0	0	1	0.02	9	5	0.555555556	0.1	0.006	1.113249615	-0.129616278	 text	0
PRE0012	424	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	425	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	426	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	427	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	428	27	0	0	1	0.2	0	0	0	0	2	0.074074074	5	0	0	0	0.028703704	-0.560372074	0.743246342	 text	0
PRE0012	429	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	430	37	0	0	3	0.428571429	0	0	0	0	4	0.108108108	7	0	0	0	0.046621622	-0.560372074	1.432115479	 text	0
PRE0012	431	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	432	37	0	0	1	0.142857143	0	0	0	0	3	0.081081081	7	0	0	0	0.029054054	-0.560372074	0.75671585	 text	0
PRE0012	433	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	434	36	0	0	3	0.5	0	0	0	0	3	0.083333333	6	0	0	0	0.039583333	-0.560372074	1.161522679	 text	0
PRE0012	435	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	436	23	0	0	1	0.2	0	0	0	0	2	0.086956522	5	0	0	0	0.033695652	-0.560372074	0.935165919	 text	0
PRE0012	437	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	438	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	439	9	0	0	0	0	0	0	0	0	1	0.111111111	1	0	0	0	0.033333333	-0.560372074	0.921236273	 text	0
PRE0012	440	86	0	0	7	0.4375	0	0	0	0	4	0.046511628	16	1	0.0625	0.011627907	0.028197674	-0.365764901	0.723791629	 text	0
PRE0012	441	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	442	7	0	0	0	0	0	0	0	0	1	0.142857143	1	0	0	0	0.042857143	-0.560372074	1.287386987	 text	0
PRE0012	443	32	0	0	1	0.125	0	0	0	0	3	0.09375	8	0	0	0	0.03359375	-0.560372074	0.931248206	 text	0
PRE0012	444	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	445	7	0	0	0	0	0	0	0	0	1	0.142857143	1	0	0	0	0.042857143	-0.560372074	1.287386987	 text	0
PRE0012	446	35	0	0	3	0.428571429	0	0	0	0	2	0.057142857	7	0	0	0	0.032142857	-0.560372074	0.875467433	 text	0
PRE0012	447	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	448	7	0	0	0	0	0	0	0	0	1	0.142857143	1	0	0	0	0.042857143	-0.560372074	1.287386987	 text	0
PRE0012	449	43	0	0	2	0.222222222	0	0	0	0	3	0.069767442	9	0	0	0	0.029069767	-0.560372074	0.757319964	 text	0
PRE0012	450	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	451	8	0	0	0	0	0	0	0	0	1	0.125	1	0	0	0	0.0375	-0.560372074	1.08142721	 text	0
PRE0012	452	50	0	0	4	0.444444444	0	0	0	0	6	0.12	9	0	0	0	0.05	-0.560372074	1.562000023	 text	0
PRE0012	453	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	454	11	0	0	0	0	0	0	0	0	1	0.090909091	1	0	0	0	0.027272727	-0.560372074	0.688231272	 text	0
PRE0012	455	30	0	0	2	0.285714286	0	0	0	0	3	0.1	7	0	0	0	0.041666667	-0.560372074	1.241618148	 text	0
PRE0012	456	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	457	16	0	0	0	0	0	0	0	0	1	0.0625	2	0	0	0	0.01875	-0.560372074	0.360567991	 text	0
PRE0012	458	41	0	0	1	0.125	0	0	0	0	3	0.073170732	8	0	0	0	0.026219512	-0.560372074	0.64773955	 text	0
PRE0012	459	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	460	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	461	35	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	462	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	463	411	0	0	10	0.135135135	4	0.054054054	0	0	0	0	74	34	0.459459459	0.082725061	0.004257908	0.824132486	-0.19659246	 text	0
PRE0012	464	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	465	206	0	0	1	0.026315789	2	0.052631579	0	0	0	0	38	19	0.5	0.09223301	0.00085	0.983259581	-0.32763094	 text	0
PRE0012	466	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	467	33	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	468	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	469	609	0	0	2	0.017699115	8	0.07079646	0	0	3	0.004926108	113	53	0.469026549	0.087027915	0.002052545	0.89614598	-0.281379436	 text	0
PRE0012	470	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	471	77	0	0	0	0	0	0	0	0	1	0.012987013	14	5	0.357142857	0.064935065	0.003896104	0.526395256	-0.2105023	 text	0
PRE0012	472	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	473	71	0	0	1	0.076923077	0	0	0	0	1	0.014084507	13	5	0.384615385	0.070422535	0.006690141	0.618234749	-0.103083244	 text	0
PRE0012	474	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.560372074	-0.360291228	 text	0
PRE0012	475	14	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0.025	-0.560372074	0.600854397	 text	0
PRE0012	476	11	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0.031818182	-0.560372074	0.862985023	 text	0
